tested_ids,most_possible_intention,most_possible_intention_cf,second_possible_intention,second_possible_intention_cf,third_possible_intention,third_possible_intention_cf,ground_truth_intention
1085,agent_2-help-agent_1-playwith-chess_3-me,0.7,agent_2-playwith-chess_3-agent_1,0.6,agent_2-find-chess_3,0.5,agent_2-playwith-chess_3-agent_1
1086,agent_1-help-agent_2-na,0.75,agent_1-find-details_of_agent_2_help_request,0.15,agent_1-find-dumbbell_3,0.1,agent_1-help-agent_2-na
1087,agent_1-help-agent_2-get-dumbbell_3-na,0.9,agent_1-get-dumbbell_3-na,0.7,agent_1-give-dumbbell_3-agent_2,0.6,agent_1-find-dumbbell_3
1088,agent_1-help-agent_2-putonto-books_3-table_6,0.7,agent_1-observe-agent_2,0.5,agent_1-help-agent_2-find-box_4,0.4,agent_1-putonto-chess_5-table_6
1089,agent_1-get-chess_5-box_4,0.8,agent_1-putonto-chess_5-table_6,0.6,agent_1-help-agent_2-putonto-books_3-table_6,0.45,agent_1-putonto-chess_5-table_6
1090,agent_1-get-key_8-box_4,0.9,agent_1-help-agent_2-putinto-books_3-box_4,0.8,agent_1-find-chess_5,0.7,agent_1-find-chess_5
1091,agent_1-find-chess_5,0.85,agent_1-help-agent_2-putinto-books_3-box_7,0.75,agent_1-open-box_7,0.7,agent_1-find-chess_5
1092,agent_1-playwith-chess_5-agent_2,0.85,agent_1-requesthelp-agent_2-playwith_chess_5_agent_2,0.75,agent_1-give-chess_5-agent_2,0.65,agent_1-find-chess_5
1093,agent_1-playwith-chess_5-agent_2,0.8,agent_1-help-agent_2-playwith-chess_5-agent_1,0.7,agent_1-respondto-agent_2,0.6,agent_1-find-chess_5
1094,agent_1-playwith-chess_5-agent_2,0.9,agent_1-help-agent_2-playwith-chess_5-agent_1,0.8,agent_1-respondto-agent_2,0.7,agent_1-find-chess_5
1095,agent_1-putonto-chess_5-table_6,0.85,agent_1-help-agent_2-putinto_books_3_na,0.7,agent_1-greet-agent_2,0.6,agent_1-find-chess_5
1096,agent_1-playwith-chess_5-agent_2,0.85,agent_1-help-agent_2-playwith-chess_5-agent_2,0.8,agent_1-respondto-agent_2,0.75,agent_1-putonto-chess_5-table_6
1097,agent_2-greet-agent_1,0.65,agent_2-na,0.25,agent_2-observe-agent_1,0.1,agent_2-find-na
1098,agent_2-observe-agent_1,0.7,agent_2-get-cup_3-na,0.5,agent_2-greet-agent_1,0.4,agent_2-harm-agent_1-get-cup_3-na
1099,agent_2-open-box_4,0.7,agent_2-greet-agent_1,0.6,agent_2-find-box_4,0.4,agent_2-observe-world
1100,agent_2-greet-agent_1,0.75,agent_2-observe-box_4,0.65,agent_2-find-tool,0.55,agent_2-observe-world
1101,agent_2-help-agent_1-find-na,0.8,agent_2-find-box_4,0.7,agent_2-observe-agent_1,0.5,agent_2-find-dumbbell_5
1102,agent_2-requesthelp-agent_1-get-dumbbell_5-box_6,0.75,agent_2-get-dumbbell_5-box_6,0.65,agent_2-observe-world,0.5,agent_2-find-dumbbell_5
1103,agent_2-find-dumbbell_5,0.7,agent_2-get-dumbbell_5-box_6,0.25,agent_2-inform-agent_1-dumbbell_5,0.05,agent_2-find-dumbbell_5
1104,agent_1-harm-agent_2-find-na,0.8,agent_1-find-shelf_6,0.6,agent_1-observe-agent_2,0.5,agent_1-harm-agent_2-find-na
1105,agent_1-harm-agent_2-find-key_5,0.9,agent_1-get-key_5-na,0.8,agent_1-harm-agent_2-find-na,0.7,agent_1-harm-agent_2-find-na
1106,agent_1-harm-agent_2-find-na,0.8,agent_1-harm-agent_2-playwith-chess_3-agent_1,0.6,agent_1-get-chess_3-box_4,0.4,agent_1-harm-agent_2-find-na
1107,agent_1-harm-agent_2-find-key_5,0.8,agent_1-harm-agent_2-find-na,0.7,agent_1-observe-agent_2,0.5,agent_1-harm-agent_2-find-na
1108,agent_2-greet-agent_1,0.8,agent_2-observe-agent_1,0.6,agent_2-na,0.3,agent_2-na
1109,agent_2-respondto-agent_1,0.85,agent_2-help-agent_1-na,0.6,agent_2-observe-agent_1,0.5,agent_2-observe-agent_1
1110,agent_2-find-agent_1,0.6,agent_2-na,0.25,agent_2-find-cup_5,0.15,agent_2-observe-agent_1
1111,agent_2-respondto-agent_1,0.8,agent_2-find-agent_1,0.7,agent_2-greet-agent_1,0.6,agent_2-observe-agent_1
1112,agent_1-get-key_5-floor,0.8,agent_1-putonto-chess_3-table_6,0.6,agent_1-find-chess_3,0.5,agent_1-putonto-chess_3-table_6
1113,agent_1-putonto-chess_3-table_6,0.9,agent_1-get-chess_3-box_4,0.06,agent_1-playwith-chess_3-agent_2,0.04,agent_1-putonto-chess_3-table_6
1114,agent_1-get-chess_3-box_4,0.9,agent_1-putonto-chess_3-table_6,0.7,agent_1-find-table_6,0.4,agent_1-putonto-chess_3-table_6
1115,agent_1-putonto-chess_3-table_6,0.7,agent_1-playwith-chess_3-agent_2,0.25,agent_1-observe-agent_2,0.05,agent_1-putonto-chess_3-table_6
1116,agent_1-playwith-chess_3-agent_2,0.55,agent_1-inform-agent_2-chess_3_is_ready,0.3,agent_1-na,0.15,agent_1-putonto-chess_3-table_6
1117,agent_1-putonto-chess_3-table_6,0.95,agent_1-playwith-chess_3-agent_2,0.7,agent_1-inform-agent_2-chess_3,0.5,agent_1-putonto-chess_3-table_6
1118,agent_1-putonto-chess_3-table_6,0.9,agent_1-playwith-chess_3-agent_2,0.7,agent_1-give-chess_3-agent_2,0.3,agent_1-putonto-chess_3-table_6
1119,agent_1-respondto-agent_2,0.8,agent_1-observe-agent_2,0.15,agent_1-na,0.05,agent_1-give-chess_5-agent_2
1120,agent_1-playwith-chess_3-agent_2,0.75,agent_1-give-chess_3-agent_2,0.6,agent_1-get-chess_3-box_4,0.55,agent_1-give-chess_5-agent_2
1121,agent_1-playwith-chess_3-agent_2,0.8,agent_1-give-chess_3-agent_2,0.7,agent_1-get-chess_3-box_4,0.6,agent_1-give-chess_5-agent_2
1122,agent_1-open-box_6,0.65,agent_1-find-chess_5,0.25,agent_1-give-chess_5-agent_2,0.1,agent_1-give-chess_5-agent_2
1123,agent_1-give-chess_5-agent_2,0.9,agent_1-get-chess_5-box_6,0.75,agent_1-playwith-chess_5-agent_2,0.3,agent_1-give-chess_5-agent_2
1124,agent_1-give-chess_5-agent_2,0.8,agent_1-observe-agent_2,0.5,agent_1-playwith-chess_5-agent_2,0.3,agent_1-give-chess_5-agent_2
1125,agent_1-harm-agent_2-playwith-chess_5-agent_1,0.6,agent_1-putonto-chess_5-box_6,0.25,agent_1-give-chess_5-agent_2,0.1,agent_1-give-chess_5-agent_2
1126,agent_1-playwith-chess_5-agent_2,0.7,agent_1-give-chess_5-agent_2,0.2,agent_1-putonto-chess_5-table_1,0.1,agent_1-give-chess_5-agent_2
1127,agent_1-give-chess_5-agent_2,0.85,agent_1-playwith-chess_5-agent_2,0.6,agent_1-inform-agent_2-i_have_chess_5,0.2,agent_1-give-chess_5-agent_2
1128,agent_1-give-chess_5-agent_2,0.6,agent_1-playwith-chess_5-agent_2,0.25,agent_1-putonto-chess_5-floor,0.15,agent_1-give-chess_5-agent_2
1129,agent_1-open-box_5,0.85,agent_1-get-key_3-box_5,0.75,agent_1-observe-box_5,0.3,agent_1-na
1130,agent_1-find-key_3,0.75,agent_1-observe-box_5,0.15,agent_1-na,0.1,agent_1-open-box_5
1131,agent_1-find-key_3,0.8,agent_1-get-key_3-box_5,0.7,agent_1-observe-box_5,0.5,agent_1-open-box_5
1132,agent_1-open-box_5,0.85,agent_1-get-key_3-box_5,0.6,agent_1-observe-box_5,0.4,agent_1-open-box_5
1133,agent_1-find-key_3,0.6,agent_1-get-key_3-box_5,0.3,agent_1-open-box_5,0.1,agent_1-open-box_5
1134,agent_1-get-cup_3-box_5,0.85,agent_1-putonto-cup_3-table_6,0.75,agent_1-observe-box_5,0.6,agent_1-get-key_9-box_5
1135,agent_1-get-cup_3-box_5,0.9,agent_1-putonto-cup_3-table_6,0.7,agent_1-find-key_9,0.3,agent_1-get-key_9-box_5
1136,agent_1-get-key_9-box_5,0.75,agent_1-putonto-cup_3-table_6,0.65,agent_1-find-key_9,0.55,agent_1-get-cup_3-table_6
1137,agent_1-find-cup_3,0.8,agent_1-get-key_9-key_9,0.65,agent_1-find-agent_2,0.5,agent_1-get-cup_3-table_6
1138,agent_1-get-cup_3-table_6,0.85,agent_1-get-cup_3-agent_2,0.65,agent_1-inform-agent_2-i_want_cup_3,0.4,agent_1-putinto-cup_3-shelf_4
1139,agent_1-find-cup_3,0.8,agent_1-putinto-cup_3-shelf_4,0.7,agent_1-find-key_9,0.6,agent_1-putinto-cup_3-shelf_4
1140,agent_1-get-cup_3-agent_2,0.5,agent_1-na,0.3,agent_1-find-cup_3,0.2,agent_1-putinto-cup_3-na
1141,agent_1-playwith-chess_4-agent_2,0.9,agent_1-get-chess_4-na,0.6,agent_1-putonto-chess_4-table_5,0.4,agent_1-playwith-chess_4-agent_2
1142,agent_1-putonto-chess_4-table_5,0.85,agent_1-playwith-chess_4-agent_2,0.8,agent_1-find-chess_4,0.65,agent_1-playwith-chess_4-agent_2
1143,agent_1-playwith-chess_4-agent_2,0.85,agent_1-find-chess_4,0.75,agent_1-requesthelp-agent_2-playwith-chess_4-agent_2,0.7,agent_1-playwith-chess_4-agent_2
1144,agent_1-playwith-chess_4-agent_2,0.9,agent_1-help-agent_2-playwith-chess_4-agent_1,0.75,agent_1-respondto-agent_2,0.6,agent_1-playwith-chess_4-agent_2
1145,agent_1-help-agent_2-playwith_chess_4_agent_1,0.9,agent_1-playwith-chess_4-agent_2,0.8,agent_1-inform-agent_2-readytoplaychess,0.6,agent_1-playwith-chess_4-agent_2
1146,agent_1-playwith-chess_4-agent_2,0.85,agent_1-find-chess_4,0.7,"agent_1-requesthelp-agent_2-[playwith, chess_4, agent_2]",0.6,agent_1-playwith-chess_4-agent_2
1147,agent_1-inform-agent_2-thank_you,0.5,agent_1-playwith-chess_4-agent_2,0.4,agent_1-respondto-agent_2,0.1,agent_1-playwith-chess_4-agent_2
1148,agent_1-playwith-chess_4-agent_2,0.9,agent_1-requesthelp-agent_2-playwith-chess_4-agent_2,0.06,agent_1-na,0.04,agent_1-help-agent_2-na
1149,agent_1-help-agent_2-playwith-chess_3-me,0.9,agent_1-playwith-chess_3-agent_2,0.85,agent_1-respondto-agent_2,0.7,agent_1-help-agent_2-playwith-chess_3-me
1150,"agent_1-requesthelp-agent_2-[playwith,chess_3,agent_2]",0.7,"agent_1-inform-agent_2-[playwith,chess_3,agent_2]",0.6,agent_1-playwith-chess_3-agent_2,0.5,agent_1-playwith-chess_3-agent_2
1151,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.7,agent_1-playwith-chess_3-agent_2,0.6,agent_1-greet-agent_2,0.4,agent_1-playwith-chess_3-agent_2
1152,agent_1-harm-agent_2-na,0.6,agent_1-playwith-chess_3-agent_2,0.25,agent_1-na,0.15,agent_1-playwith-chess_3-agent_2
1153,agent_1-harm-agent_2-na,0.6,agent_1-na,0.3,agent_1-playwith-chess_3-agent_2,0.1,agent_1-playwith-chess_3-agent_2
1154,agent_1-playwith-chess_3-agent_2,0.8,agent_1-harm-agent_2-agent_2-harm-me-playwith-chess_3-agent_2,0.75,agent_1-na,0.2,agent_1-playwith-chess_3-agent_2
1155,agent_1-harm-agent_2-na,0.7,agent_1-playwith-chess_3-agent_2,0.5,agent_1-inform-agent_2-your_actions_prevent_play,0.4,agent_1-playwith-chess_3-agent_2
1156,agent_1-harm-agent_2-harm-agent_1-playwith-chess_3-agent_2,0.7,agent_1-playwith-chess_3-agent_2,0.5,agent_1-inform-agent_2-playwith-chess_3-agent_1,0.4,agent_1-playwith-chess_3-agent_2
1157,agent_1-playwith-chess_3-agent_2,0.6,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.25,agent_1-inform-agent_2-my_intention_is_to_play_chess_with_you,0.15,agent_1-na
1158,agent_1-harm-agent_2-harm-agent_1-playwith-chess_3-agent_2,0.8,agent_1-playwith-chess_3-agent_2,0.6,agent_1-harm-agent_2-na,0.5,agent_1-na
1159,agent_1-find-agent_2,0.9,agent_1-open-box_4,0.6,agent_1-greet-agent_2,0.5,agent_1-open-box_4
1160,agent_1-requesthelp-agent_2-open-box_4,0.8,agent_1-respondto-agent_2,0.6,agent_1-open-box_4,0.4,agent_1-open-box_4
1161,agent_1-requesthelp-agent_2-open-box_4,0.75,agent_1-find-box_4,0.6,agent_1-respondto-agent_2,0.4,agent_1-open-box_4
1162,agent_1-requesthelp-agent_2-open-box_4,0.8,agent_1-inform-agent_2-open-box_4,0.7,agent_1-respondto-agent_2,0.65,agent_1-open-box_4
1163,agent_1-get-key_3-key_3,0.9,agent_1-open-box_4,0.7,agent_1-help-agent_2-give-key_3-agent_1,0.6,agent_1-open-box_4
1164,agent_1-get-key_3-key_3,0.9,agent_1-inform-agent_2-willgetkey3,0.75,agent_1-open-box_4,0.7,agent_1-open-box_4
1165,agent_1-open-box_4,0.85,agent_1-requesthelp-agent_2-open-box_4,0.1,agent_1-inform-agent_2-found_key_3,0.05,agent_1-open-box_4
1166,agent_1-open-box_4,0.9,agent_1-requesthelp-agent_2-open-box_4,0.4,agent_1-inform-agent_2-found_key_3,0.3,agent_1-open-box_4
1167,agent_1-inform-agent_2-plan_to_open_box_4,0.85,agent_1-get-key_3-na,0.75,agent_1-open-box_4,0.7,agent_1-open-box_4
1168,agent_2-help-agent_1-find_any_object,0.5,agent_2-find-any_object,0.3,agent_2-observe-agent_1,0.2,agent_2-na
1169,agent_2-find-key_4,0.8,agent_2-get-key_4-landmark_wall_5,0.7,agent_2-observe-agent_1,0.5,agent_2-na
1170,agent_2-find-key_4,0.8,agent_2-observe-agent_1,0.7,agent_2-requesthelp-agent_1-[find-lock_for_key_4],0.6,agent_2-observe-world
1171,agent_2-help-agent_1-find-key_4,0.8,agent_2-find-key_4,0.7,agent_2-observe-agent_1,0.6,agent_2-observe-world
1172,"agent_2-help-agent_1-[find,key_4]",0.8,agent_2-observe-agent_1,0.7,agent_2-find-lock,0.5,agent_2-observe-world
1173,agent_2-observe-agent_1,0.8,agent_2-help-agent_1-find_key_4,0.6,agent_2-observe-world,0.5,agent_2-observe-world
1174,agent_2-help-agent_1-find-key_4,0.8,agent_2-find-key_4,0.6,agent_2-observe-agent_1,0.4,agent_2-observe-world
1175,agent_1-na,0.8,agent_1-find-agent_2,0.15,agent_1-find-shelf_5,0.05,agent_1-na
1176,agent_1-na,0.6,agent_1-observe-agent_2,0.25,agent_1-observe-dumbbell_6,0.15,agent_1-na
1177,Agent_1-Observe-Agent_2,0.7,Agent_1-Na,0.6,Agent_1-RespondTo/Greet-Agent_2,0.4,agent_1-na
1178,agent_1-find-dumbbell_6,0.5,agent_1-na,0.4,agent_1-observe-agent_2,0.1,agent_1-na
1179,agent_1-get-dumbbell_6-agent_2,0.6,agent_1-respondto-agent_2,0.3,agent_1-na,0.1,agent_1-na
1180,agent_1-get-dumbbell_6-agent_2,0.7,agent_1-respondto-agent_2,0.2,agent_1-na,0.1,agent_1-na
1181,agent_1-na,0.7,agent_1-putonto-dumbbell_6-shelf_5,0.5,agent_1-observe-agent_2,0.4,agent_1-na
1182,agent_2-respondto-agent_1,0.85,agent_2-observe-agent_1,0.5,agent_2-playwith-dumbbell_5-agent_1,0.3,agent_2-putonto-dumbbell_5-table_6
1183,agent_2-help-agent_1-putonto-dumbbell_5-table_6,0.75,agent_2-respondto-agent_1,0.6,agent_2-putonto-dumbbell_5-table_6,0.4,agent_2-putonto-dumbbell_5-table_6
1184,agent_2-inform-agent_1-my_plan_to_put_dumbbell_on_table,0.6,agent_2-requesthelp-agent_1-putonto-dumbbell_5-table_6,0.3,agent_2-get-dumbbell_5-agent_1,0.1,agent_2-putonto-dumbbell_5-table_6
1185,agent_2-requesthelp-agent_1-putonto-dumbbell_5-table_6,0.65,agent_2-inform-agent_1-mygoalistoputdumbbellontable,0.25,agent_2-na,0.1,agent_2-putonto-dumbbell_5-table_6
1186,"agent_2-inform-agent_1-['putonto','dumbbell_5','table_6']",0.85,"agent_2-requesthelp-agent_1-['putonto','dumbbell_5','table_6']",0.75,agent_2-get-dumbbell_5-agent_1,0.6,agent_2-putonto-dumbbell_5-table_6
1187,agent_2-respondto-agent_1,0.8,agent_2-na,0.6,agent_2-find-something,0.4,agent_2-putonto-dumbbell_5-table_6
1188,agent_2-inform-agent_1-thanks_for_help,0.9,agent_2-respondto-agent_1,0.8,agent_2-find-box_4,0.6,agent_2-putonto-dumbbell_5-table_6
1189,agent_2-inform-agent_1-thankyou,0.85,agent_2-respondto-agent_1,0.75,agent_2-observe-dumbbell_5,0.5,agent_2-putonto-dumbbell_5-table_6
1190,agent_2-respondto-agent_1,0.8,agent_2-na,0.7,agent_2-find-box_4,0.5,agent_2-putonto-dumbbell_5-table_6
1191,agent_2-na,0.7,agent_2-observe-agent_1,0.6,agent_2-find-box_4,0.4,agent_2-putonto-dumbbell_5-table_6
1192,agent_1-observe-box_4,0.7,agent_1-observe-agent_2,0.65,agent_1-find-banana_5,0.4,agent_1-give-banana_5-agent_2
1193,agent_1-get-banana_5-agent_1,0.5,agent_1-playwith-banana_5-agent_1,0.3,agent_1-give-banana_5-agent_2,0.2,agent_1-give-banana_5-agent_2
1194,agent_1-playwith-banana_5-agent_1,0.85,agent_1-give-banana_5-agent_2,0.5,agent_1-observe-agent_2,0.4,agent_1-give-banana_5-agent_2
1195,agent_1-inform-agent_2-plan_to_give_banana_5,0.7,agent_1-give-banana_5-agent_2,0.6,agent_1-observe-agent_2,0.4,agent_1-give-banana_5-agent_2
1196,agent_1-get-banana_3-agent_2,0.65,agent_1-give-banana_5-agent_2,0.3,agent_1-respondto-agent_2,0.05,agent_1-give-banana_5-agent_2
1197,agent_2-na,0.85,agent_2-observe-key_4,0.1,agent_2-observe-landmark wall_5,0.05,agent_2-na
1198,agent_2-get-key_4-world,0.7,agent_2-open-box_3,0.6,agent_2-na,0.4,agent_2-get-key_4
1199,agent_2-harm-agent_1-(open-box_3),0.8,agent_2-get-key_4,0.7,agent_2-open-box_3,0.5,agent_2-observe-agent_1
1200,agent_2-harm-agent_1-give-key_4-me,0.7,agent_2-get-key_4-agent_1,0.2,agent_2-observe-agent_1,0.1,agent_2-harm-agent_1-give-key_4-me
1201,agent_2-harm-agent_1-give-key_4-me,0.85,agent_2-get-key_4-agent_1,0.1,agent_2-observe-agent_1,0.03,agent_2-harm-agent_1-give-key_4-me
1202,agent_2-harm-agent_1-get-box_3-me,0.85,agent_2-get-box_3-box_3,0.75,agent_2-observe-agent_1,0.6,agent_2-harm-agent_1-open-box_3
1203,agent_2-harm-agent_1-give-box_3-me,0.6,agent_2-observe-agent_1,0.3,agent_2-na,0.1,agent_2-harm-agent_1-open-box_3
1204,agent_1-respondto-agent_2,0.8,agent_1-find-key_5,0.15,agent_1-find-books_7,0.05,agent_1-find-banana_3
1205,agent_1-respondto-agent_2,0.7,agent_1-get-key_5-agent_2,0.6,agent_1-find-banana_3,0.45,agent_1-find-banana_3
1206,agent_1-get-key_5-agent_2,0.9,agent_1-harm-agent_2-find-banana_3,0.8,agent_1-find-banana_3,0.7,agent_1-find-banana_3
1207,agent_1-harm-agent_2-find-banana_3,0.8,agent_1-get-key_5-agent_2,0.75,agent_1-open-box_4,0.6,agent_1-find-banana_3
1208,agent_1-get-key_5-agent_2,0.9,agent_1-harm-agent_2-find-banana_3,0.8,agent_1-find-banana_3,0.7,agent_1-find-na
1209,agent_1-harm-agent_2-find-banana_3,0.9,agent_1-get-key_5-agent_2,0.75,agent_1-find-banana_3,0.65,agent_1-find-banana_3
1210,agent_1-get-key_5-key_5,0.9,agent_1-find-banana_3,0.8,agent_1-open-box_4,0.6,agent_1-find-banana_3
1211,agent_1-find-banana_3,0.9,agent_1-get-key_5-na,0.7,agent_1-open-box_4,0.4,agent_1-find-banana_3
1212,agent_1-get-key_5-agent_2,0.7,agent_1-requesthelp-agent_2-open-box_4,0.2,agent_1-inform-agent_2-find-banana_3,0.1,agent_1-find-banana_3
1213,agent_1-get-key_5-agent_2,0.8,agent_1-open-box_4,0.6,agent_1-find-banana_3,0.5,agent_1-find-banana_3
1214,agent_1-inform-agent_2-books_3,0.6,agent_1-give-books_3-agent_2,0.3,agent_1-playwith-books_3-agent_2,0.1,agent_1-find-books_3
1215,agent_1-inform-agent_2-books_3,0.8,agent_1-give-books_3-agent_2,0.7,agent_1-get-books_3-shelf_4,0.6,agent_1-find-books_3
1216,agent_2-harm-agent_1-playwith-chess_3-me,0.85,agent_2-get-chess_3-agent_1,0.7,agent_2-inform-agent_1-refusal,0.6,agent_2-harm-agent_1-na
1217,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.85,agent_2-respondto-agent_1,0.65,agent_2-get-chess_3-agent_1,0.5,agent_2-harm-agent_1-na
1218,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.9,agent_2-get-chess_3-agent_1,0.6,agent_2-na,0.4,agent_2-harm-agent_1-na
1219,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.9,agent_2-harm-agent_1-na,0.6,agent_2-na,0.2,agent_2-harm-agent_1-playwith-chess_3-me
1220,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.9,agent_2-harm-agent_1-give-chess_3-agent_2,0.6,agent_2-harm-agent_1-na,0.2,agent_2-harm-agent_1-na-na
1221,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.9,agent_2-harm-agent_1-give-chess_3-agent_2,0.8,agent_2-get-chess_3-agent_1,0.7,agent_2-observe-world
1222,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.9,agent_2-harm-agent_1-give-chess_3-agent_2,0.7,agent_2-get-chess_3-agent_1,0.5,agent_2-observe-world
1223,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.8,agent_2-harm-agent_1-give-chess_3-agent_2,0.65,agent_2-harm-agent_1-na,0.5,agent_2-observe-world
1224,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.9,agent_2-harm-agent_1-give-chess_3-agent_2,0.8,agent_2-get-chess_3-agent_1,0.7,agent_2-observe-world
1225,agent_2-respondto-agent_1,0.9,agent_2-observe-agent_1,0.45,agent_2-na,0.2,agent_2-greet-agent_1
1226,"agent_2-help-agent_1-[observe, pointeddirection]",0.7,agent_2-respondto-agent_1,0.6,agent_2-observe-pointeddirection,0.4,agent_2-respondto-agent_1
1227,agent_2-help-agent_1-open-shelf_4,0.85,agent_2-respondto-agent_1,0.7,agent_2-greet-agent_1,0.5,agent_2-na
1228,agent_2-help-agent_1-get-shelf_4-na,0.9,agent_2-observe-shelf_4,0.8,agent_2-inform-agent_1-getshelf4naisunclear,0.6,agent_2-na
1229,agent_2-help-agent_1-na,0.6,agent_2-respondto-agent_1,0.3,agent_2-inform-agent_1-na,0.1,agent_2-na
1230,agent_2-help-agent_1-get-chess_5-na,0.8,agent_2-find-chess_5,0.6,agent_2-requesthelp-agent_1-inform-agent_2-location_of_chess_5,0.45,agent_2-help-agent_1-na
1231,agent_2-help-agent_1-open-box_6,0.9,agent_2-open-box_6,0.75,agent_2-observe-agent_1,0.6,agent_2-help-agent_1-get-na
1232,agent_2-help-agent_1-open-box_6,0.85,agent_2-open-box_6,0.7,agent_2-help-agent_1-get-box_6-na,0.5,agent_2-help-agent_1-get-na
1233,agent_2-help-agent_1-playwith-chess_5-agent_2,0.8,agent_2-playwith-chess_5-agent_1,0.7,agent_2-help-agent_1-get-box_6-na,0.5,agent_2-help-agent_1-get-box_6-na
1234,agent_2-help-agent_1-get-box_6-na,0.9,agent_2-playwith-chess_5-agent_1,0.75,agent_2-help-agent_1-open-box_6,0.65,agent_2-help-agent_1-get-box_6-na
1235,agent_2-help-agent_1-playwith-chess_5-agent_2,0.9,agent_2-playwith-chess_5-agent_1,0.8,agent_2-respondto-agent_1,0.6,agent_2-playwith-chess_5-agent_1
1236,agent_2-playwith-chess_5-agent_1,0.9,agent_2-respondto-agent_1,0.7,agent_2-na,0.3,agent_2-find-books_3
1237,agent_2-playwith-chess_5-agent_1,0.9,agent_2-help-agent_1-playwith-chess_5-agent_2,0.8,agent_2-respondto-agent_1,0.6,agent_2-find-books_3
1238,agent_2-help-agent_1-playwith-chess_5-agent_2,0.8,agent_2-inform-agent_1-books_3,0.6,agent_2-get-books_3-box_4,0.5,agent_2-find-books_3
1239,agent_1-respondto-agent_2,0.85,agent_1-putonto-key_3-table_4,0.75,agent_1-inform-agent_2-myplanfor_key_3,0.6,agent_1-putonto-key_3-table_4
1240,agent_1-putonto-key_3-table_4,0.85,agent_1-requesthelp-agent_2-putonto-key_3-table_4,0.7,agent_1-get-key_3-agent_2,0.6,agent_1-putonto-key_3-table_4
1241,agent_1-requesthelp-agent_2-putonto-key_3-table_4,0.85,agent_1-putonto-key_3-table_4,0.75,agent_1-get-key_3-agent_2,0.6,agent_1-putonto-key_3-table_4
1242,agent_1-get-key_3-table_4,0.8,agent_1-help-agent_2-give-key_3-agent_1,0.7,agent_1-na,0.6,agent_1-putonto-key_3-table_4
1243,agent_1-putonto-key_3-table_4,0.75,agent_1-get-key_3-agent_2,0.65,agent_1-respondto-agent_2,0.5,agent_1-putonto-key_3-table_4
1244,agent_1-help-agent_2-give-key_3-agent_1,0.8,agent_1-get-key_3-table_4,0.7,agent_1-respondto-agent_2,0.5,agent_1-putonto-key_3-table_4
1245,agent_2-harm-agent_1-observe-world,0.7,agent_2-observe-agent_1,0.5,agent_2-na,0.3,agent_2-harm-agent_1-na
1246,agent_2-get-cup_3-agent_1,0.9,agent_2-harm-agent_1-find-na,0.8,agent_2-inform-agent_1-falseinformation,0.7,agent_2-harm-agent_1-na
1247,agent_2-open-box_4,0.85,agent_2-find-chess_3,0.75,agent_2-observe-box_4,0.6,agent_2-observe-world
1248,agent_2-help-agent_1-na,0.8,agent_2-playwith-chess_3-agent_1,0.7,agent_2-find-agent_1,0.6,agent_2-find-chess_3
1249,agent_2-help-agent_1-playwith-chess_5-agent_2,0.75,agent_2-playwith-chess_5-agent_1,0.65,agent_2-inform-agent_1-chess_5,0.4,agent_2-help-agent_1-na
1250,agent_2-help-agent_1-playwith-chess_5-agent_2,0.9,agent_2-playwith-chess_5-agent_1,0.85,agent_2-inform-agent_1-offertoplaychess_5,0.7,agent_2-agent_1-na
1251,agent_2-playwith-chess_5-agent_1,0.9,agent_2-help-agent_1-playwith-chess_5-agent_2,0.85,agent_2-respondto-agent_1,0.7,agent_2-help-agent_1-playwith-chess_5-me
1252,agent_1-requesthelp-agent_2-putonto-dumbbell_6-table_7,0.8,agent_1-find-box_4,0.75,agent_1-find-dumbbell_6,0.7,agent_1-putonto-dumbbell_6-table_7
1253,agent_1-get-key_3-box_5,0.8,agent_1-putonto-dumbbell_6-table_7,0.6,agent_1-requesthelp-agent_2-give-key_3-agent_1,0.3,agent_1-putonto-dumbbell_6-table_7
1254,agent_1-get-key_3-box_5,0.9,agent_1-putonto-dumbbell_6-table_7,0.8,agent_1-inform-agent_2-key_3,0.5,agent_1-putonto-dumbbell_6-table_7
1255,agent_1-putonto-dumbbell_6-table_7,0.95,agent_1-open-box_4,0.9,agent_1-get-dumbbell_6-box_4,0.85,agent_1-putonto-dumbbell_6-table_7
1256,agent_1-give-key_3-agent_2,0.7,agent_1-putonto-dumbbell_6-table_7,0.65,agent_1-get-dumbbell_6-world,0.5,agent_1-putonto-dumbbell_6-table_7
1258,agent_1-putonto-dumbbell_6-table_7,0.9,agent_1-give-dumbbell_6-agent_2,0.6,agent_1-inform-agent_2-dumbbell_6_will_be_on_table_7,0.4,agent_1-putonto-dumbbell_6-table_7
