tested_ids,most_possible_action,most_possible_action_cf,second_possible_action,second_possible_action_cf,third_possible_action,third_possible_action_cf,ground_truth_action
542,agent_2-actionpointto-timer_6,0.7,agent_2-actionspeak-hello,0.2,agent_2-actionwait,0.1,agent_2-actionspeak-hello!
543,agent_2-actiongrab-timer_6,0.6,agent_2-actionnodhead-agent_1,0.3,agent_2-actionwait,0.1,agent_2-actionmoveto-agent_1
544,agent_2-actiongrab-timer_6,0.65,agent_2-actionpointto-timer_6,0.25,agent_2-actionmoveto-timer_6,0.1,agent_2-actionmoveto-timer_6
545,agent_2-actionwait,0.6,agent_2-actionspeak-thank,0.3,agent_2-actionmoveto-timer_3,0.1,agent_2-actionspeak-hello!
546,agent_2-actiongrab-timer_3,0.7,agent_2-actionspeak-thank_you,0.2,agent_2-actionwait,0.1,"agent_2-actionmoveto-[-672.0, -644.0]"
547,agent_2-actiongrab-timer_3,0.6,agent_2-actionspeak,0.3,agent_2-actionmoveto-agent_1,0.1,"agent_2-actionrotateto-[378.0, -518.0]"
548,agent_2-actiongrab-timer_3,0.7,agent_2-actiongiveto-timer_3-agent_1,0.2,agent_2-actionspeak-thank,0.1,agent_2-actionmoveto-timer_3
549,agent_2-actiongrab-timer_3,0.7,agent_2-actionspeak-hello,0.2,agent_2-actionwait,0.1,agent_2-actiongrab-timer_3
550,agent_2-actiongrab-timer_3,0.6,agent_2-actionwait,0.3,agent_2-actionmovetoattention-agent_1,0.1,agent_2-actionopen-box_8
551,agent_2-actionmoveto-banana_7,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionwait,0.1,agent_2-actionspeak-hello!
552,agent_2-actiongrab-box_8,0.5,agent_2-actionmoveto-agent_1,0.3,agent_2-actionwait,0.2,"agent_2-actionmoveto-[-182.0, 252.0]"
553,agent_2-actionmoveto-box_8,0.6,"agent_2-actionmoveto-[-139, 384]",0.3,agent_2-actionspeak-thank you,0.1,agent_2-actionmoveto-box_8
554,"agent_2-actionmoveto-[-139, 384]",0.6,agent_2-actionspeak-thank you,0.3,agent_2-actionwavehand-agent_1,0.1,"agent_2-actionmoveto-[-56.0, -504.0]"
555,agent_2-actionspeak-hello!,0.5,"agent_2-actionmoveto-[-139, 384]",0.3,agent_2-actionwait,0.2,agent_2-actionpointto-key_5
556,agent_2-greet-agent_1,1.0,agent_2-actionwavehand-agent_1,0.2,agent_2-actionnodhead-agent_1,0.1,agent_2-actionspeak-hello!
557,agent_2-actionmovetoattention-agent_1,0.5,agent_2-actionspeak-hello,0.3,agent_2-actionmoveto-box_8,0.2,"agent_2-actionmoveto-[644.0, -126.0]"
558,"agent_2-actionmoveto-[-139.0, 384.0]",0.6,"agent_2-actionmoveto-[500.0, 500.0]",0.3,agent_2-actionspeak-hello!,0.1,"agent_2-actionmoveto-[322.0, 294.0]"
559,agent_1-actionmoveto-box_4,0.7,agent_1-actionwait,0.2,agent_1-actionrotateto-box_4,0.1,"agent_1-actionrotateto-[224.0, -210.0]"
560,agent_1-actiongrab-timer_3,0.95,agent_1-actionmoveto-timer_3,0.03,agent_1-actionopen-box_4,0.02,agent_1-actionmoveto-box_4
561,agent_1-actiongrab-timer_3,0.95,agent_1-actionmoveto-timer_3,0.03,agent_1-actioninform-agent_2-timer_3,0.02,agent_1-actionopen-box_4
562,agent_1-actionmoveto-chess_9,0.6,agent_1-actionpointto-chess_9,0.3,agent_1-actionwavehand-agent_2,0.1,agent_1-actionrotateto-box_5
563,agent_1-actionmoveto-chess_9,0.5,agent_1-actionplay-chess_9,0.3,agent_1-actionpointto-chess_9,0.2,"agent_1-actionrotateto-[28.0, -168.0]"
564,agent_1-actionpointto-key_6,0.6,agent_1-actionmoveto-key_6,0.3,agent_1-actiongrab-key_6,0.1,agent_1-actionmoveto-box_5
565,agent_1-actionopen-box_7,0.6,agent_1-actionmoveto-box_5,0.3,agent_1-actionwait,0.1,agent_1-actionopen-box_5
566,agent_1-actionmoveto-box_7,0.7,agent_1-actionrotateto-box_7,0.2,agent_1-actiongrab-chess_10,0.1,agent_1-actionmoveto-box_7
567,agent_1-actionmoveto-box_7,0.6,agent_1-actionmoveto-table_4,0.3,agent_1-actionspeak-hello,0.1,agent_1-actionopen-box_7
568,agent_1-actionmoveto-table_4,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionwavehand-agent_2,0.1,"agent_1-actionrotateto-[28.0, -588.0]"
569,agent_1-actionmoveto-box_4,0.7,agent_1-actionspeak-hello,0.2,agent_1-actionwait,0.1,"agent_1-actionrotateto-[364.0, -336.0]"
570,agent_1-actionopen-box_4,0.6,agent_1-actionpointto-box_4,0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-box_4
571,agent_1-actionopen-box_4,0.8,agent_1-actionwait,0.15,agent_1-actionpointto-box_4,0.05,agent_1-actiongrab-box_4
572,agent_1-actionplay-chess_3,0.8,agent_1-actiongrab-chess_3,0.6,agent_1-actionspeak-hello,0.3,agent_1-actiongiveto-box_4
573,agent_1-actionplay-chess_3,0.95,agent_1-actionpointto-chess_3,0.75,agent_1-actionspeak-thank_you,0.1,agent_1-actionopen-box_4
574,agent_1-actiongrab-chess_3,0.8,agent_1-actiongiveto-chess_3-agent_2,0.6,agent_1-actionplay-chess_3,0.4,agent_1-actiongrab-chess_3
575,agent_1-actionplay-chess_3,0.95,agent_1-actionspeak-thank,0.03,agent_1-actiongrab-chess_3,0.02,agent_1-actionplay-chess_3
576,agent_1-actionmoveto-banana_6,0.5,agent_1-actionpointto-table_7,0.3,agent_1-actionwait,0.2,"agent_1-actionrotateto-[-434.0, 307.99999999999994]"
577,agent_1-actionsmash-cup_3,0.5,agent_1-actiongrab-cup_3,0.3,agent_1-actionwait,0.2,agent_1-actionmoveto-cup_3
578,agent_1-actionsmash-cup_3,0.6,agent_1-actiongrab-cup_3,0.3,agent_1-actionwait,0.1,agent_1-actiongrab-cup_3
579,agent_2-actionmoveto-key_5,0.5,agent_2-actionwavehand-agent_1,0.3,agent_2-actionmoveto-agent_1,0.2,agent_2-actionmoveto-key_5
580,agent_2-actiongrab-key_5,0.9,agent_2-actionmoveto-box_4,0.65,agent_2-actionwait,0.2,agent_2-actiongrab-key_5
581,agent_2-actionopen-box_4,0.7,agent_2-actionputinto-key_5-box_4,0.2,agent_2-actionwait,0.1,agent_2-actionmoveto-box_4
582,agent_2-actionplay-chess_3,0.7,agent_2-actionpointto-chess_3,0.2,agent_2-actionmoveto-agent_1,0.1,agent_2-actionunlock-box_4
583,agent_2-actionplay-chess_3,0.7,agent_2-actiongrab-chess_3,0.2,agent_2-actionpointto-chess_3,0.1,agent_2-actionopen-box_4
584,agent_2-actionplay-chess_3,0.5,agent_2-actiongrab-chess_3,0.3,agent_2-actionpointto-chess_3,0.2,agent_2-actiongrab-chess_3
585,agent_2-actionmoveto-chess_3,0.7,agent_2-actiongrab-chess_3,0.2,agent_2-actionspeak-hello,0.1,agent_2-actionpointto-chess_3
586,agent_2-actionplay-chess_3,0.7,agent_2-actionmoveto-chess_3,0.2,agent_2-actiongrab-chess_3,0.1,agent_2-actionputdown-chess_3
587,agent_2-actionplay-chess_3,0.8,agent_2-actionnodhead-agent_1,0.6,agent_2-actionmoveto-agent_1,0.4,agent_2-actionplay-chess_3
588,agent_2-actionmoveto-key_4,0.5,agent_2-actionrotateto-key_4,0.3,agent_2-actionspeak-hello,0.2,agent_2-actionspeak-hello!
589,agent_2-actionmoveto-agent_1,0.5,agent_2-actionwait,0.3,agent_2-actionpointto-box_3,0.2,agent_2-actionrotateto-agent_1
590,agent_2-actionmoveto-box_3,0.6,agent_2-actionwait,0.3,agent_2-actionrotateto-box_3,0.1,agent_2-actionspeak-hello!
591,agent_2-actionmoveto-key_4,0.8,agent_2-actionpointto-key_4,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionspeak-hello!
592,agent_2-actiongiveto-key_4-agent_1,0.95,agent_2-actionmoveto-agent_1,0.03,agent_2-actionspeak-thank you,0.02,agent_2-actionpointto-key_4
593,agent_2-actiongiveto-key_4-agent_1,0.9,agent_2-actiongrab-key_4,0.7,agent_2-actionspeak-thank,0.3,agent_2-actionmoveto-key_4
594,agent_2-actionunlock-box_3,0.6,agent_2-actiongrab-key_4,0.3,agent_2-actiongiveto-key_4-agent_1,0.1,agent_2-actionnodhead
595,agent_2-actiongrab-key_4,0.7,agent_2-actiongiveto-key_4-agent_1,0.2,agent_2-actionmoveto-agent_1,0.1,agent_2-actionpointto-key_4
597,agent_2-actionunlock-box_3,0.7,agent_2-actiongiveto-key_4-agent_1,0.2,agent_2-actionmoveto-agent_1,0.1,agent_2-actionmoveto-box_3
598,agent_1-actiongrab-key_3,0.95,agent_1-actionmoveto-box_4,0.03,agent_1-actionwait,0.02,agent_1-actionopen-box_5
599,agent_1-actiongrab-key_3,0.9,agent_1-actionopen-box_4,0.5,agent_1-actionmoveto-box_4,0.2,agent_1-actiongrab-key_3
600,agent_1-actionopen-box_4,0.95,agent_1-actionmoveto-box_4,0.03,agent_1-actionwait,0.02,agent_1-actionmoveto-box_4
601,agent_1-actionwait,0.7,agent_1-actionopen-box_4,0.2,agent_1-actiongrab-box_4,0.1,agent_1-actionunlock-box_4
602,agent_1-actionopen-box_4,0.9,agent_1-actiongrab-key_3,0.05,agent_1-actionwait,0.05,agent_1-actionopen-box_4
603,agent_1-actionmoveto-chess_3,0.5,agent_1-actionpointto-chess_3,0.3,agent_1-actionwavehand-agent_2,0.2,agent_1-actionpointto-chess_3
604,agent_1-actionplay-chess_3,0.7,agent_1-actionwavehand-agent_2,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-chess_3
605,agent_1-actionplay-chess_3,0.7,agent_1-actionspeak-thank_you,0.2,agent_1-actionwait,0.1,agent_1-actionspeak-hello!
606,agent_1-actionplay-chess_3,0.7,agent_1-actionwavehand-agent_2,0.2,agent_1-actionspeak-hello,0.1,agent_1-actionwavehand
607,agent_1-actionplay-chess_3,0.95,agent_1-actionnodhead-agent_2,0.03,agent_1-actionspeak-thank,0.02,agent_1-actiongrab-chess_3
608,agent_1-actionplay-chess_3,0.7,agent_1-actionnodhead-agent_2,0.2,agent_1-actionwait,0.1,agent_1-actionnodhead
609,agent_1-actionplay-chess_3,0.7,agent_1-actionnodhead-agent_2,0.2,agent_1-actionspeak-hello,0.1,agent_1-actionmoveto-agent_2
610,agent_1-actionplay-chess_3,0.8,agent_1-actionnodhead-agent_2,0.15,agent_1-actionspeak-thank_you,0.05,agent_1-actionplay-chess_3
611,agent_2-actiongrab-key_6,0.7,agent_2-actionwait,0.2,agent_2-actionmoveto-chess_3,0.1,agent_2-actiongrab-key_6
612,agent_2-actiongrab-chess_3,0.95,agent_2-actionmoveto-table_4,0.03,agent_2-actionwait,0.02,agent_2-actionmoveto-box_5
613,agent_2-actiongrab-chess_3,0.9,agent_2-actionmoveto-table_4,0.7,agent_2-actionputonto-chess_3-table_4,0.5,agent_2-actionunlock-box_5
614,agent_2-actionputonto-chess_3-table_4,0.95,agent_2-actionmoveto-table_4,0.03,agent_2-actiongrab-chess_3,0.02,agent_2-actiongrab-chess_3
615,agent_2-actionputonto-chess_3-table_4,0.95,agent_2-actionmoveto-table_4,0.03,agent_2-actionwait,0.02,"agent_2-actionrotateto-[462.0, -252.0000000000001]"
616,agent_2-actionputonto-chess_3-table_4,0.95,agent_2-actionmoveto-table_4,0.03,agent_2-actionrotateto-table_4,0.02,agent_2-actionmoveto-table_4
617,agent_2-actionputonto-chess_3-table_4,0.95,agent_2-actionmoveto-table_4,0.03,agent_2-actionrotateto-table_4,0.02,agent_2-actionputonto-chess_3
618,agent_2-actionpointto-key_4,0.5,agent_2-actionmoveto-box_5,0.3,agent_2-actionwait,0.2,agent_2-actionspeak-hello!
619,agent_2-actionpointto-box_5,0.7,agent_2-actionwait,0.2,agent_2-actionwavehand-agent_1,0.1,agent_2-actionspeak-hello!
620,agent_2-actionpointto-box_5,0.7,agent_2-actionwait,0.2,agent_2-actionspeak-thank_you,0.1,agent_2-actionpointto-box_5
621,agent_2-actionpointto-box_5,0.65,agent_2-actionspeak-thank,0.25,agent_2-actionwait,0.1,agent_2-actionspeak-thank you!
622,agent_2-actionpointto-box_5,0.7,agent_2-actionwavehand-agent_1,0.2,agent_2-actionwait,0.1,agent_2-actionpointto-box_5
623,agent_2-actionspeak-hello,0.45,agent_2-actionwait,0.35,agent_2-actionpointto-box_5,0.2,agent_2-actionwait
624,Agent_2-ActionSpeak-please open Box_5,0.65,Agent_2-ActionPointTo-Box_5,0.25,Agent_2-ActionWait,0.1,agent_2-actionnodhead
625,agent_2-actionwait,0.65,agent_2-actionpointto-box_5,0.25,agent_2-actionspeak-thank,0.1,agent_2-actionwait
626,agent_2-actionwait,0.6,agent_2-actionspeak-thank,0.3,agent_2-actionpointto-box_5,0.1,agent_2-actionwait
627,agent_2-actiongrab-key_5,0.7,agent_2-actionmoveto-agent_1,0.2,agent_2-actionwait,0.1,agent_2-actionmoveto-key_5
628,agent_2-actiongrab-key_5,0.7,agent_2-actionunlock-box_4,0.2,agent_2-actionspeak-hello,0.1,agent_2-actiongrab-key_5
629,agent_2-actiongrab-chess_3,0.5,agent_2-actionmoveto-agent_1,0.3,agent_2-actionwavehand-agent_1,0.2,agent_2-actionmoveto-box_4
630,agent_2-actionplay-chess_3,0.8,agent_2-actionpointto-chess_3,0.6,agent_2-actionmoveto-agent_1,0.3,agent_2-actionunlock-box_4
631,agent_2-actionplay-chess_3,0.9,agent_2-actionpointto-chess_3,0.7,agent_2-actionspeak-hello,0.4,agent_2-actionshakehead
632,agent_2-actionplay-chess_3,0.7,agent_2-actionspeak-thank,0.2,agent_2-actiongrab-chess_3,0.1,agent_2-actionplay-chess_3
633,"Agent_2-ActionMoveTo-[-100.0,300.0]",0.7,"Agent_2-ActionRotateTo-[-100.0,300.0]",0.2,Agent_2-ActionGrab-Banana_6,0.1,agent_2-actionmoveto-banana_6
634,agent_2-actionmoveto-cup_3,0.65,agent_2-actionrotateto-cup_3,0.25,agent_2-actionwait,0.1,agent_2-actiongrab-banana_6
635,agent_2-actionopen-shelf_5,0.5,agent_2-actionpointto-shelf_5,0.3,agent_2-actionwavehand-agent_1,0.2,agent_2-actionmoveto-shelf_5
636,agent_2-actiongrab-banana_4,0.7,agent_2-actionspeak-thank,0.2,agent_2-actionpointto-banana_4,0.1,agent_2-actionopen-shelf_5
637,agent_2-actiongrab-banana_4,0.7,agent_2-actionpointto-banana_4,0.2,agent_2-actionmoveto-banana_4,0.1,agent_2-actionmoveto-box_6
638,agent_2-actionputinto-banana_4-shelf_5,0.95,agent_2-actionclose-shelf_5,0.03,agent_2-actionspeak-thank_you,0.02,agent_2-actiongrab-banana_4
639,agent_2-actionmoveto-shelf_5,0.7,agent_2-actionputinto-banana_4-shelf_5,0.2,agent_2-actionspeak-thank,0.1,agent_2-actionmoveto-shelf_5
640,Agent_2-Putinto-Banana_4-Shelf_5,0.5,Agent_2-Moveto-Shelf_5,0.3,Agent_2-Play-Chess_3,0.2,agent_2-actionputinto-banana_4
641,agent_2-actionplay-chess_3,0.7,agent_2-actionspeak-hello,0.2,agent_2-actionmoveto-agent_1,0.1,agent_2-actionmovetoattention-agent_1
642,agent_2-actionplay-chess_3,0.95,agent_2-actionpointto-chess_3,0.03,agent_2-actionwait,0.02,agent_2-actionplay-chess_3
643,agent_1-actionmoveto-box_6,0.7,agent_1-actionopen-box_6,0.2,agent_1-actiongrab-timer_5,0.1,agent_1-actionwait
644,agent_1-actionopen-box_6,0.95,agent_1-actiongrab-timer_5,0.03,agent_1-actionwait,0.02,agent_1-actionmoveto-timer_5
645,agent_1-actiongrab-timer_5,0.9,agent_1-actionmoveto-timer_5,0.07,agent_1-actionwait,0.03,agent_1-actionopen-box_6
646,agent_1-actiongrab-timer_5,0.95,agent_1-actionmoveto-timer_5,0.03,agent_1-actionwait,0.02,agent_1-actiongrab-timer_5
647,agent_1-actiongrab-timer_5,0.6,agent_1-actionwait,0.3,agent_1-actionspeak-thank_you,0.1,"agent_1-actionrotateto-[350.0, 336.0]"
648,agent_1-actiongrab-timer_5,0.7,agent_1-actionfollowpointing-agent_2,0.2,agent_1-actionwait,0.1,"agent_1-actionrotateto-[-686.0, -224.0]"
649,agent_1-actiongrab-timer_5,0.5,agent_1-actionopen-box_4,0.3,agent_1-actionmoveto-box_4,0.2,"agent_1-actionrotateto-[560.0, -154.0]"
650,agent_1-actiongrab-timer_5,0.8,agent_1-actionputinto-timer_5-box_4,0.6,agent_1-actionopen-box_4,0.5,agent_1-actionmovetoattention-agent_2
651,agent_1-actiongrab-timer_5,0.7,agent_1-actionputinto-timer_5-box_4,0.2,agent_1-actionmoveto-box_4,0.1,agent_1-actionshakehead
652,agent_1-actiongrab-timer_5,0.5,agent_1-actionmoveto-box_4,0.3,agent_1-actionclose-box_4,0.2,agent_1-actionmoveto-box_4
653,agent_2-actionwavehand-agent_1,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionmoveto-agent_1,0.1,agent_2-actionpointto-chess_3
654,agent_2-actionwavehand-agent_1,0.5,agent_2-actionspeak-hello,0.3,agent_2-actionpointto-chess_3,0.2,"agent_2-actionrotateto-[-294.0, -336.0]"
655,agent_2-actionwavehand-agent_1,0.7,agent_2-actionpointto-chess_3,0.6,agent_2-actionnodhead-agent_1,0.5,"agent_2-actionrotateto-[532.0, -140.0]"
656,agent_2-actionwavehand-agent_1,0.5,agent_2-actionpointto-chess_3,0.3,agent_2-actionspeak-hello,0.2,agent_2-actionshakehead
657,agent_2-actionspeak-hello,0.6,agent_2-actionpointto-chess_3,0.3,agent_2-actionrotateto-agent_1,0.1,agent_2-actionpointto-chess_3
658,agent_2-actionpointto-chess_3,0.5,agent_2-actionwavehand-agent_1,0.3,agent_2-actionspeak-hello,0.2,agent_2-actionmovetoattention-agent_1
659,agent_2-actionplay-chess_3,0.8,agent_2-actionpointto-chess_3,0.6,agent_2-actionspeak-hello,0.4,agent_2-actionpointto-chess_3
660,agent_2-actionplay-chess_3,0.6,agent_2-actionpointto-chess_3,0.3,agent_2-actionmovetoattention-agent_1,0.1,agent_2-actionpointto-chess_3
661,agent_2-actionplay-chess_3,0.5,agent_2-actionpointto-chess_3,0.3,agent_2-actionnodhead-agent_1,0.2,agent_2-actionnodhead
662,agent_2-actionplay-chess_3,0.7,agent_2-actionpointto-chess_3,0.2,agent_2-actionnodhead-agent_1,0.1,agent_2-actionmoveto-chess_3
663,agent_1-actionwait,0.6,agent_1-actionmoveto-shelf_4,0.3,agent_1-actionrotateto-shelf_4,0.1,"agent_1-actionrotateto-[-672.0, -112.0]"
664,agent_1-actionopen-shelf_4,0.7,agent_1-actiongrab-dumbbell_3,0.2,agent_1-actionmoveto-dumbbell_3,0.1,"agent_1-actionrotateto-[-462.0, 364.0]"
665,agent_1-actionopen-box_5,0.7,agent_1-actionmoveto-shelf_4,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-shelf_4
666,agent_1-actiongrab-dumbbell_3,0.95,agent_1-actionmoveto-shelf_4,0.03,agent_1-actionwait,0.02,agent_1-actionmoveto-box_5
667,agent_1-actiongrab-dumbbell_3,0.95,agent_1-actionmoveto-shelf_4,0.03,agent_1-actionwait,0.02,agent_1-actionopen-box_5
668,agent_1-actiongrab-cup_3,0.5,agent_1-actionpointto-cup_3,0.3,agent_1-actiongiveto-cup_3-agent_2,0.2,agent_1-actionopen-box_4
669,agent_1-actionmoveto-box_6,0.8,agent_1-actionopen-box_6,0.5,agent_1-actionmoveto-box_4,0.3,agent_1-actionmoveto-agent_2
670,agent_1-actionopen-box_6,0.7,agent_1-actionwait,0.2,agent_1-actiongrab-key_5,0.1,agent_1-actionmoveto-box_6
671,agent_1-actiongrab-key_5,0.8,agent_1-actionunlock-box_4,0.5,agent_1-actionmoveto-box_4,0.3,agent_1-actionopen-box_6
672,agent_1-actionopen-box_4,0.7,agent_1-actiongrab-key_5,0.2,agent_1-actionmoveto-box_4,0.1,agent_1-actionmoveto-box_4
673,agent_1-actiongrab-cup_3,0.9,agent_1-actionmoveto-cup_3,0.05,agent_1-actionwait,0.05,agent_1-actionpointto-box_4
674,agent_1-actiongrab-cup_3,0.8,agent_1-actionpointto-cup_3,0.15,agent_1-actionspeak,0.05,agent_1-actionopen-box_4
675,agent_2-actionwait,0.8,agent_2-actionrotateto-dumbbell_3,0.1,agent_2-actionspeak-hello,0.1,agent_2-actionmoveto-shelf_4
676,agent_2-actiongrab-key_6,0.65,agent_2-actionmoveto-key_6,0.25,agent_2-actionwait,0.1,agent_2-actionopen-shelf_4
677,agent_2-actionmoveto-shelf_4,0.6,agent_2-actionmoveto-box_5,0.3,agent_2-actionwait,0.1,agent_2-actionmoveto-dumbbell_3
678,agent_2-actiongrab-dumbbell_3,0.9,agent_2-actionwait,0.05,agent_2-actionspeak,0.05,"agent_2-actionmoveto-[294.0, -56.0]"
679,Agent_2-ActionGrab-Key_6,0.65,"Agent_2-ActionMoveTo-[158, -203]",0.25,Agent_2-ActionMoveTo-Key_6,0.1,agent_2-actionmoveto-box_5
680,agent_2-actionpointto-dumbbell_3,0.5,agent_2-actiongrab-dumbbell_3,0.3,agent_2-actionmoveto-dumbbell_3,0.2,agent_2-actiongrab-dumbbell_3
681,agent_2-actionmoveto-agent_1,0.5,agent_2-actiongiveto-dumbbell_3-agent_1,0.3,agent_2-actionpointto-dumbbell_3,0.2,agent_2-actionputinto-dumbbell_3
682,agent_2-actionputinto-dumbbell_3-box_5,0.6,agent_2-actionmoveto-box_5,0.3,agent_2-actionwait,0.1,agent_2-actionspeak-thank you!
683,Agent_2-ActionGrab-Dumbbell_3,0.5,"Agent_2-ActionMoveTo-[31, -128]",0.3,Agent_2-ActionPointTo-Dumbbell_3,0.2,agent_2-actionmoveto-shelf_4
684,agent_1-actionmoveto-chess_7,0.6,agent_1-actionwavehand-agent_2,0.3,agent_1-actionspeak-hello,0.1,agent_1-actiongrab-key_3
685,agent_1-actionwavehand-agent_2,0.6,agent_1-actionmoveto-agent_2,0.3,agent_1-actiongiveto-key_3-agent_2,0.1,agent_1-actionmoveto-box_6
686,agent_1-actionmoveto-key_3,0.5,agent_1-actiongrab-key_3,0.3,agent_1-actionmoveto-box_6,0.2,agent_1-actionmoveto-box_4
687,agent_1-actionmoveto-box_6,0.5,agent_1-actionspeak-hello,0.3,agent_1-actionwait,0.2,agent_1-actionunlock-box_4
688,agent_1-actionplay-chess_5,0.9,agent_1-actiongrab-chess_5,0.7,agent_1-actionmoveto-agent_2,0.5,agent_1-actionrotateto-box_6
689,agent_1-actiongrab-chess_5,0.95,agent_1-actionplay-chess_5,0.75,agent_1-actionspeak-hello,0.5,agent_1-actionpointto-box_6
690,agent_1-actiongrab-chess_5,0.7,agent_1-actionplay-chess_5,0.2,agent_1-actionspeak-hello,0.1,agent_1-actionmoveto-box_6
691,agent_1-actiongrab-chess_5,0.95,agent_1-actionplay-chess_5,0.75,agent_1-actionspeak-hello,0.3,agent_1-actionplay-chess_5
692,agent_1-actionplay-chess_5,0.7,agent_1-actionspeak,0.2,agent_1-actionpointto-box_6,0.1,agent_1-actiongrab-chess_5
693,agent_2-actionmoveto-box_4,0.75,agent_2-actionunlock-box_4,0.15,agent_2-actionwait,0.1,agent_2-actionmoveto-key_3
694,agent_2-actionmoveto-agent_1,0.6,agent_2-actionopen-box_4,0.3,agent_2-actionwavehand-agent_1,0.1,agent_2-actionmoveto-box_4
695,agent_2-actionopen-box_4,0.95,agent_2-actiongrab-box_4,0.03,agent_2-actionwait,0.02,agent_2-actionwait
696,agent_2-actiongrab-chess_8,0.7,agent_2-actionplay-chess_8,0.2,agent_2-actionwait,0.1,agent_2-actionwait
697,agent_2-actionplay-chess_8,0.6,agent_2-actionopen-box_6,0.3,agent_2-actionmoveto-box_4,0.1,agent_2-actionopen-box_4
698,agent_2-actionwait,0.6,agent_2-actionmoveto-chess_8,0.3,agent_2-actionopen-box_4,0.1,agent_2-actiongrab-chess_8
699,actionplay-chess_8,0.5,actiongrab-chess_8,0.3,actionfollowpointing-agent_1,0.2,agent_2-actionmoveto-box_6
700,agent_2-actiongrab-chess_8,0.5,agent_2-actionplay-chess_8,0.3,agent_2-actionwait,0.2,agent_2-actionopen-box_6
701,agent_2-actionplay-chess_8,0.5,agent_2-actionmoveto-agent_1,0.3,agent_2-actionwait,0.2,agent_2-actionmoveto-chess_7
702,actionmoveto-chess_7,0.3,actionwait,0.2,actionplay,0.0,agent_2-actionwait
703,agent_1-actionmoveto-key_3,0.7,agent_1-actionwait,0.2,agent_1-actionrotateto-key_3,0.1,agent_1-actionwait
704,Agent_1-ActionMoveTo-Key_3,0.7,"Agent_1-ActionRotateTo-[-267,75]",0.2,Agent_1-ActionWait,0.1,agent_1-actionwait
705,agent_1-actionpointto-key_3,0.7,agent_1-actionrequesthelp-agent_2-open-box_4,0.2,agent_1-actionmoveto-key_3,0.1,agent_1-actionwait
706,agent_1-actionmoveto-key_3,0.7,agent_1-actionpointto-key_3,0.2,agent_1-actionwait,0.1,agent_1-actionwait
707,"Agent_1-ActionMoveTo-[-267.0,75.0]",0.6,"Agent_1-ActionRotateTo-[-267.0,75.0]",0.3,Agent_1-ActionPointTo-Key_3,0.1,agent_1-actionwait
708,agent_1-actionmoveto-key_3,0.65,agent_1-actionpointto-key_3,0.25,agent_1-actionwait,0.1,agent_1-actionwait
709,agent_1-actionmoveto-key_3,0.65,agent_1-actionwait,0.25,"agent_1-actionrotateto-[-267,75]",0.1,agent_1-actionwait
710,Agent_1-ActionPointTo-Key_3,0.5,Agent_1-ActionWait,0.3,"Agent_1-ActionMoveTo-[-267,75]",0.2,agent_1-actionwait
711,agent_1-actionpointto-key_3,0.7,agent_1-actionspeak-hello,0.2,agent_1-actionwait,0.1,agent_1-actionwait
712,agent_2-actionmoveto-key_8,0.5,agent_2-actionwait,0.3,agent_2-actionrotateto-key_8,0.2,agent_2-actionspeak-hello!
713,agent_2-actionmoveto-key_8,0.5,agent_2-actionmoveto-cup_3,0.3,agent_2-actionwait,0.2,agent_2-actionrotateto-agent_1
714,agent_2-actionmoveto-box_4,0.6,agent_2-actionpointto-box_4,0.3,agent_2-actionwait,0.1,agent_2-actionrotateto-box_4
715,agent_2-actionmoveto-key_8,0.5,agent_2-actionpointto-key_8,0.3,agent_2-actionwait,0.2,agent_2-actionspeak-hello!
716,agent_2-actionmoveto-box_4,0.5,agent_2-actionplay-chess_6,0.3,agent_2-actionpointto-chess_6,0.2,agent_2-actionrotateto-key_8
717,agent_2-actionmoveto-box_4,0.5,agent_2-actionrotateto-box_4,0.3,agent_2-actionplay-chess_6,0.2,agent_2-actionrotateto-cup_3
718,agent_2-actionplay-chess_6,0.5,agent_2-actionmoveto-box_4,0.3,agent_2-actionpointto-chess_6,0.2,agent_2-actionrotateto-box_4
719,agent_1-actionmoveto-box_4,0.7,agent_1-actionmoveto-key_8,0.2,agent_1-actionwait,0.1,"agent_1-actionmoveto-[56.0, -196.0]"
720,Agent_1-ActionGrab-Cup_3,0.8,Agent_1-ActionMoveTo-Box_4,0.5,"Agent_1-ActionMoveTo-[-194, -193]",0.3,agent_1-actionmoveto-box_4
721,agent_1-actiongrab-cup_3,0.95,agent_1-actionmoveto-box_4,0.75,agent_1-actionwait,0.2,agent_1-actionmoveto-cup_3
722,agent_1-actionputinto-cup_3-box_4,0.9,agent_1-actiongrab-cup_3,0.7,agent_1-actionmoveto-box_4,0.5,agent_1-actiongrab-cup_3
723,agent_1-actionputinto-cup_3-box_4,0.95,agent_1-actionwait,0.03,agent_1-actiongrab-cup_3,0.02,agent_1-actionmoveto-box_4
724,agent_1-actionputinto-cup_3-box_4,0.95,agent_1-actionwait,0.03,agent_1-actionclose-box_4,0.02,agent_1-actionopen-box_4
